,sigma_hat,var_fhs
2020-11-12,0.017512747374983553,59788.88457577876
2020-11-13,0.017385809578010045,59355.51629100614
2020-11-16,0.017627313536866945,60180.01584047803
2020-11-17,0.017696105150431782,60414.871843088156
2020-11-18,0.017514007085758117,59793.18525462067
2020-11-19,0.01774327359432939,60575.905893738694
2020-11-20,0.017215306296893523,58773.41453528566
2020-11-23,0.01686857114266157,57589.65349135302
2020-11-24,0.016462846554850526,56204.50129159929
2020-11-25,0.0162021234666063,55314.38723379348
2020-11-27,0.01573140742882974,53707.35286916871
2020-11-30,0.015363384233350057,52450.914008686115
2020-12-01,0.015197962246236627,51886.15989660722
2020-12-02,0.017385274969249378,59353.691125553785
2020-12-03,0.017196446904063536,58709.02817505688
2020-12-04,0.016717650440248873,57074.407067508764
2020-12-07,0.016624226673719968,56755.45638124407
2020-12-08,0.01619550076408807,55291.777189351924
2020-12-09,0.015768628225242318,53834.42544395554
2020-12-10,0.017887978331989334,60775.1999396024
2020-12-11,0.01741227616815461,59158.98073460397
2020-12-14,0.01690718005608171,57442.89428647529
2020-12-15,0.016529359885089422,56159.233494455686
2020-12-16,0.016888184307882855,57378.3553892695
2020-12-17,0.016423996648186317,55801.257222893546
2020-12-18,0.01635053990143799,55551.68466708613
2020-12-21,0.01593628721024217,54144.24277143484
2020-12-22,0.015488362298843972,52622.39801385977
2020-12-23,0.01530716101524389,52006.758614274084
2020-12-24,0.014904849618465062,50639.887796151015
2020-12-28,0.014484538004045273,49211.8604400569
2020-12-29,0.014142401673943525,48049.43708048975
2020-12-30,0.013741469795455092,46687.253236957265
2020-12-31,0.013424834262247078,45611.46996611743
2021-01-04,0.013217345640802482,44906.51817003117
2021-01-05,0.012979875958134131,44099.70438840033
2021-01-06,0.012768766385980424,43382.450251645205
2021-01-07,0.0124196283730019,42196.238363891556
2021-01-08,0.01269197782840397,43121.55772074153
2021-01-11,0.01322584035761575,44935.37934725171
2021-01-12,0.013150370074673155,44678.96571289864
2021-01-13,0.012793528644882224,43466.58112478148
2021-01-14,0.012465974324682836,42353.700790753006
2021-01-15,0.012142260638712847,41253.86918189932
2021-01-19,0.013184593745132749,44795.24215153503
2021-01-20,0.013341051045162072,45326.81276923239
2021-01-21,0.015501394646055908,52666.675991660726
2021-01-22,0.015056325593478487,51154.53414112249
2021-01-25,0.014964986497170842,50844.20550938033
2021-01-26,0.014909083893818294,50654.27393450696
2021-01-27,0.01454764638497278,49426.27396390799
2021-01-28,0.014162225936766163,48116.79089288488
2021-01-29,0.013810053679601357,46920.270025901475
2021-02-01,0.013671132559025053,46448.27935584572
2021-02-02,0.013694294291506134,46526.97236946414
2021-02-03,0.013369613586300177,45423.855269856795
2021-02-04,0.01304659570920882,44326.38770253613
2021-02-05,0.012852986377763078,43668.59140994194
2021-02-08,0.012746429969754476,43306.56128661674
2021-02-09,0.013072206011939804,44413.399842203464
2021-02-10,0.012700210337201338,43149.52803459583
2021-02-11,0.012342297658530208,41933.503830884845
2021-02-12,0.012103953144355653,41123.7177704019
2021-02-16,0.011787086812299405,40047.15035023635
2021-02-17,0.011526120403935393,39160.50540067939
2021-02-18,0.011533171101217448,39184.460457482215
2021-02-19,0.011322075133277371,38467.252541646405
2021-02-22,0.011024513268446532,37456.27290527495
2021-02-23,0.010794548362785553,36674.956936457835
2021-02-24,0.010393203576512505,35621.98793755921
2021-02-25,0.010341456542442158,35444.62854977391
2021-02-26,0.011990906351401208,41098.00392780771
2021-03-01,0.013986275678743297,47936.99458033243
2021-03-02,0.014152231637067567,48505.797173495615
2021-03-03,0.013935980418176978,47764.61104603328
2021-03-04,0.014317568732794375,49072.47865781883
2021-03-05,0.01436316084312359,49228.7424692836
2021-03-08,0.014120982426729503,48398.69266182836
2021-03-09,0.014217140378278995,48728.267404108716
2021-03-10,0.020570761218174614,70504.86431692819
2021-03-11,0.020016078929477463,68603.72905563103
2021-03-12,0.019563184845269362,67051.46583997425
2021-03-15,0.019024600104637513,65205.50381364599
2021-03-16,0.018520491755495822,63477.707239649324
2021-03-17,0.01798559203036323,61644.375349611364
2021-03-18,0.01754105358381455,60120.750505340584
2021-03-19,0.01733257006050316,59406.18761836304
2021-03-22,0.01681927479390259,57646.90351884122
2021-03-23,0.016322052150294156,55942.70722532029
2021-03-24,0.016321706582249663,55941.52281469831
2021-03-25,0.015890804803366947,54464.6367076734
2021-03-26,0.015422671400765637,52860.141780015285
2021-03-29,0.015806996595395684,54177.38985914947
2021-03-30,0.01537502670852872,52696.84288572753
2021-03-31,0.01566508755691729,53691.00642408121
2021-04-01,0.015587571204857018,53425.324477439186
2021-04-05,0.01583287532877338,54266.08743169611
2021-04-06,0.016457239809398182,56406.0535964809
2021-04-07,0.015977394464350727,54761.41679442665
2021-04-08,0.01550671684898064,53148.201753100715
2021-04-09,0.015390358849140202,52749.39273947555
2021-04-12,0.015093850030922718,51733.12922956099
2021-04-13,0.014671602330969933,50285.90438077885
2021-04-14,0.014359618068396349,49216.599853422165
2021-04-15,0.014145079241116312,48481.282830018696
2021-04-16,0.015235904380069267,52220.01070691527
2021-04-19,0.015048336786446053,51577.13572536265
2021-04-20,0.014823675766204738,50807.125584200636
2021-04-21,0.014644865004828068,50194.264040791626
2021-04-22,0.014265232405543253,48893.09950832841
2021-04-23,0.014204829498505149,48686.0727133595
2021-04-26,0.013835625035995745,47420.64989996202
2021-04-27,0.01348484783926841,46218.38526821459
2021-04-28,0.0130940406471557,44878.92059008484
2021-04-29,0.01271666519367843,43585.49226909268
2021-04-30,0.01243062418186343,42605.10644315274
2021-05-03,0.012295113129783979,42140.651664888894
2021-05-04,0.01207898370260253,41399.882970103776
2021-05-05,0.012121051550161023,41544.06761416042
2021-05-06,0.011870962899569648,40446.169877536006
2021-05-07,0.012369865954745221,42146.00820512311
2021-05-10,0.012590119107725267,42896.44408103817
2021-05-11,0.012253271774723396,41748.75416163977
2021-05-12,0.012081605826613764,41163.862257067965
2021-05-13,0.012622110803743236,43005.44463834428
2021-05-14,0.012297208865457723,41898.45448930482
2021-05-17,0.012384196486764438,42194.83449978751
2021-05-18,0.012190010087114195,41533.21200339798
2021-05-19,0.011959394717156952,40747.47048364312
2021-05-20,0.011626910456703454,39614.646213726766
2021-05-21,0.011427211633537122,38934.24205490134
2021-05-24,0.01111619571748932,37874.56368832647
2021-05-25,0.010943753678908416,37287.02752588722
2021-05-26,0.010642056060519439,36259.09801180787
2021-05-27,0.010348398611786568,35258.56257439326
2021-05-28,0.010064968735500158,34292.87402649419
2021-06-01,0.009790459487125501,33357.57940998767
2021-06-02,0.009524994059968145,32453.09846313809
2021-06-03,0.009269317636048154,31581.970134034833
2021-06-04,0.009350155998731752,31857.398688347064
2021-06-07,0.009374565769643337,31940.566477625347
2021-06-08,0.009137463522956685,31132.7231856392
2021-06-09,0.008944909278143528,30476.66168816489
2021-06-10,0.008779717918934189,29913.82968932811
2021-06-11,0.008556277516011538,29152.53436976796
2021-06-14,0.00854775336015998,29123.491278777656
2021-06-15,0.008322454089459119,28355.862514949044
2021-06-16,0.008199542914247421,27937.08551138852
2021-06-17,0.00901024405721172,30699.267183225376
2021-06-18,0.011710628598159595,41037.45693895086
2021-06-21,0.012522941306637161,43884.03750597093
2021-06-22,0.013266643566904178,46490.1870585154
2021-06-23,0.012890835344577698,45173.24547747592
2021-06-24,0.012540253249146321,43944.70359996361
2021-06-25,0.01223967497100368,42891.38967725914
2021-06-28,0.012125879141869736,42492.61591385498
2021-06-29,0.011788632576641042,41310.80562225743
2021-06-30,0.011626050470060783,40741.07051863713
2021-07-01,0.011301354480106534,39603.24110202566
2021-07-02,0.011346258431332086,39760.59763923981
2021-07-06,0.011580221472878445,40580.47235068557
2021-07-07,0.011295464288837969,39582.60015448644
2021-07-08,0.011044065311148711,38701.624839204
2021-07-09,0.01151045868019824,40336.0031852127
2021-07-12,0.012732478794485563,44618.31795578607
2021-07-13,0.012467371335676896,43689.30412583974
2021-07-14,0.01215408516865476,42591.45805541101
2021-07-15,0.011900935066724962,41704.3462902349
2021-07-16,0.01180064799638585,41352.911156238624
2021-07-19,0.011695582211969213,40898.68144281966
2021-07-20,0.011971522412077806,41863.62616613234
2021-07-21,0.011898739098231286,41609.1077066481
2021-07-22,0.011643609222439915,40716.93531818344
2021-07-23,0.011318542877697823,39580.19969951686
2021-07-26,0.011317637707364181,39577.03437841902
2021-07-27,0.01100099656689719,38469.761144736185
2021-07-28,0.010744488710825189,37572.77004989927
2021-07-29,0.010456175985379384,36564.55941957668
2021-07-30,0.010645301531119082,37225.91900884035
2021-08-02,0.010968646857260839,38356.63633870209
2021-08-03,0.010743070593021953,37567.81098525147
2021-08-04,0.010561922746538714,36934.34888536653
2021-08-05,0.010475856541431239,36633.381029137825
2021-08-06,0.01026748977997669,35904.736174563564
2021-08-09,0.010587155206339113,37022.585137029084
2021-08-10,0.01099991616794142,38465.98306067655
2021-08-11,0.010714444770956191,37467.70836902529
2021-08-12,0.010787616373052679,37723.58464697085
2021-08-13,0.010540699948699672,36860.13415775288
2021-08-16,0.010455804287692567,36563.25961722306
2021-08-17,0.01029306129562883,35994.158082230264
2021-08-18,0.010505259453391886,36736.201077595026
2021-08-19,0.010926583097482375,38209.54213849151
2021-08-20,0.010662730924344652,37286.868450121234
2021-08-23,0.010668080094306705,37305.574145510865
2021-08-24,0.01179034603728867,41230.064304638814
2021-08-25,0.011531813736350488,40325.99385931041
2021-08-26,0.011220469507961506,39237.24357863521
2021-08-27,0.011288359309831006,39474.64974872183
2021-08-30,0.013094729378535867,45791.4070224382
2021-08-31,0.0127222160254439,44488.75233751681
2021-09-01,0.012362931608593307,43232.35837218659
2021-09-02,0.01201340719056592,42010.09448054727
2021-09-03,0.011675557212453334,40828.65533712871
2021-09-07,0.011615698570469042,40619.333604721935
2021-09-08,0.01185157009522135,41444.16080677471
2021-09-09,0.011652288122673096,40747.28486123976
2021-09-10,0.01140135090240813,39869.773913280245
2021-09-13,0.011198049434492301,39158.84205692189
2021-09-14,0.01088617314681947,38068.231199939786
2021-09-15,0.010654665915491926,37258.665644829205
2021-09-16,0.01038035931503865,36299.43351202267
2021-09-17,0.010998739737211565,38461.86915982169
2021-09-20,0.010912103769230208,38158.9088803126
2021-09-21,0.010801928168606614,37773.632054327456
2021-09-22,0.010519029211683876,36784.353016311885
2021-09-23,0.010234634459205678,35789.84327966005
2021-09-24,0.009957556794922346,34820.92091897181
2021-09-27,0.00971772743327972,33982.25342173354
2021-09-28,0.009472429150652608,33249.200669968915
2021-09-29,0.010125782293929624,35542.53740795611
2021-09-30,0.009879044841529088,34676.46357017004
2021-10-01,0.009611856293693903,33738.60428377172
2021-10-04,0.00938783546822251,32952.26814318024
2021-10-05,0.009161173498402727,32156.661314253033
2021-10-06,0.008946862041923093,31404.40605754586
2021-10-07,0.008713853794545834,30586.52314160233
2021-10-08,0.00848357687924099,29778.227482182734
2021-10-11,0.00826043991774442,28994.993795058723
2021-10-12,0.008572917895910448,30091.82364047093
2021-10-13,0.008350193137111843,29310.0368272167
2021-10-14,0.008587621257014138,30143.433950359176
2021-10-15,0.009329544764743234,32747.6617780809
2021-10-18,0.009080704465970972,31874.2067332275
2021-10-19,0.00884122130159935,31033.59619261209
2021-10-20,0.009533072684308818,33462.06571100566
2021-10-21,0.009721681049779102,34124.100474403625
2021-10-22,0.009515222942067322,33399.41127968127
2021-10-25,0.009262503043966013,32512.338442120315
2021-10-26,0.009516136783412999,33402.61895680397
2021-10-27,0.009345219531074651,32802.68182023897
2021-10-28,0.009549207820585047,33518.701699024496
2021-10-29,0.010201260882679008,35807.47501833047
2021-11-01,0.009965894097322124,34981.31339147498
2021-11-02,0.009831401822359963,34509.23167223937
2021-11-03,0.009650806027747151,33875.32185673865
2021-11-04,0.00952710640532991,33441.12345808746
2021-11-05,0.009883150846861222,34690.876071236955
2021-11-08,0.009932077360091605,34862.61316534516
2021-11-09,0.009849551565454622,34572.939137417
2021-11-10,0.009680020230799167,33977.86671447694
2021-11-11,0.009446151953733715,33156.96500586365
2021-11-12,0.00919232406541608,32266.003008673513
2021-11-15,0.0100006474937788,35103.30138783506
2021-11-16,0.009735817337109284,34173.720297016625
2021-11-17,0.009472149473693037,33248.21897507274
2021-11-18,0.009217509412612162,32354.406167942077
2021-11-19,0.009005319326552401,31609.597139616653
2021-11-22,0.009300223400137283,32644.740772265464
2021-11-23,0.01253918325234852,45994.0867622037
2021-11-24,0.012239132751185565,44893.492847448775
2021-11-26,0.011903399292180952,43662.01281149502
2021-11-29,0.012219491879547927,44821.449562331494
2021-11-30,0.011908246502609347,43679.792519512004
2021-12-01,0.013083743599555,47991.54986267952
2021-12-02,0.012715314345451095,46640.140704845006
2021-12-03,0.01237883899284335,45405.9393817018
2021-12-06,0.012099879032861303,44382.706181868634
2021-12-07,0.011891610067852667,43618.76959575266
2021-12-08,0.012308308289991868,44860.249457626574
2021-12-09,0.011970844207557552,43630.28977800902
2021-12-10,0.011990790205510256,43702.98721316891
2021-12-13,0.011776668841652902,42922.57632561756
2021-12-14,0.011774595280153692,42915.01878936412
2021-12-15,0.011913822216446442,43422.46099394331
2021-12-16,0.012380118858419682,45121.9783595574
2021-12-17,0.012057413805074666,43945.811103000684
2021-12-20,0.012261105686515096,44688.20952190777
2021-12-21,0.012387888473551245,45150.296375711994
2021-12-22,0.01269703667344587,46277.052794213945
2021-12-23,0.012738256472432081,46427.287125492294
2021-12-27,0.012683573981943766,46227.985149422624
2021-12-28,0.013304911539269151,48492.58213239497
2021-12-29,0.013003591804298761,47394.358220643524
2021-12-30,0.01266594183606476,46163.721040662145
2021-12-31,0.012321082152448877,44906.8065183418
2022-01-03,0.011996893973772649,43725.233695823656
2022-01-04,0.011718043386769001,42708.90337652536
2022-01-05,0.011463727362228705,41781.99449244856
2022-01-06,0.011151962728819211,40645.70192507864
2022-01-07,0.011162252297836864,40683.20444955787
2022-01-10,0.010896848323456639,39715.88317215507
2022-01-11,0.010642183460718211,38787.702873012946
2022-01-12,0.010960481089862075,39947.80633392279
2022-01-13,0.010680282748726002,38926.56383781159
2022-01-14,0.011110103667473153,40493.13766605912
2022-01-18,0.01081105395627659,39403.187339139105
2022-01-19,0.010790968720236408,39329.982421131775
2022-01-20,0.010503423917274926,38281.964181160896
2022-01-21,0.01043148254226419,38019.758526795675
2022-01-24,0.011173131641278852,40722.8565324635
2022-01-25,0.011008013486796269,40121.04827209561
2022-01-26,0.010754771110364564,39198.0525270828
2022-01-27,0.010873983489574596,39632.547418159564
2022-01-28,0.011498634777810997,41909.22199878393
2022-01-31,0.01125056800959213,41005.089859561005
2022-02-01,0.011421453998671244,41627.920220832966
2022-02-02,0.01114490304350637,40619.971399261056
2022-02-03,0.011030025727935317,40201.276570359965
2022-02-04,0.011410305556486889,41587.28735028156
2022-02-07,0.011407809315042096,41578.18926699655
2022-02-08,0.0111039728058075,40470.79243572923
2022-02-09,0.010923985848625209,39814.791659011426
2022-02-10,0.01080471591636641,39380.08700359793
2022-02-11,0.010780256124958379,39290.938087403
2022-02-14,0.01048885051444387,38228.848312509865
2022-02-15,0.01023710908822648,37311.323100039066
2022-02-16,0.00996709554503939,35072.41393479461
2022-02-17,0.009889882825891868,34800.71628378526
2022-02-18,0.009683070730429837,34119.2085248788
2022-02-22,0.009984284350578443,33877.42013189249
2022-02-23,0.00989758318485436,33583.23662168534
2022-02-24,0.009865337094762356,33473.823237280434
2022-02-25,0.00965905446115679,32773.890903706204
2022-02-28,0.009904671372949796,33607.28737160905
2022-03-01,0.009643210398447703,32720.130819343154
2022-03-02,0.009415531882692313,31947.60066471027
2022-03-03,0.009437366376635805,32021.68672823951
2022-03-04,0.009196698890908683,31205.08403146319
2022-03-07,0.008976090901086253,30456.544697721787
2022-03-08,0.009339132794560126,31688.372870762512
2022-03-09,0.009951984840005403,33767.825487818285
2022-03-10,0.009714461781268495,32961.892065922475
2022-03-11,0.009469635385253528,32131.17787690846
2022-03-14,0.010164377199418423,34488.48857592654
2022-03-15,0.010452125954846469,35464.84152600056
2022-03-16,0.010173199703090673,34518.42398772225
2022-03-17,0.011521072788254887,39091.85771489095
2022-03-18,0.011901343513193252,32302.389923523195
2022-03-21,0.011578001930526372,31424.782629000845
2022-03-22,0.01164443920553905,31605.105359836805
2022-03-23,0.011687114239020475,31720.933087184418
2022-03-24,0.011761018401094805,31921.5222944155
2022-03-25,0.012978694822615792,35226.5154260773
2022-03-28,0.012898350526559696,35008.4465352451
2022-03-29,0.01258297648506461,34152.46458254888
2022-03-30,0.013381043707403839,36318.56276907773
2022-03-31,0.0131610330961993,35721.414342720374
2022-04-01,0.014941119170867432,40552.88857229967
2022-04-04,0.014933875036823025,40533.22668771485
2022-04-05,0.014854929382805589,40318.95396329412
2022-04-06,0.014800678905424405,40171.70839627376
2022-04-07,0.01444966146576312,39218.98384098922
2022-04-08,0.014217586581667916,38589.09080503161
2022-04-11,0.013830832033135051,37539.369299425496
2022-04-12,0.013490799350862741,36616.45935423103
2022-04-13,0.013132151317279002,35643.02399264484
2022-04-14,0.01288604663934268,34975.051569204625
2022-04-18,0.012612360954425965,34232.2193250243
2022-04-19,0.012267087415105814,33295.08474983701
2022-04-20,0.01194597573955846,32423.52982488019
2022-04-21,0.011639907967793194,31592.80676444373
2022-04-22,0.011662174095197162,31653.24104471574
2022-04-25,0.012640628181108575,34308.941669635744
2022-04-26,0.013098289337611138,35551.11648072392
2022-04-27,0.013196491146199942,35817.65387700311
2022-04-28,0.012949423515004966,35147.06782497511
2022-04-29,0.01319391638769511,35810.66551866443
2022-05-02,0.013705331847964625,37198.73919221487
2022-05-03,0.013533320509740952,36573.03478349401
2022-05-04,0.01315684446087103,35555.62951177511
2022-05-05,0.013600057945736939,36753.38893724997
2022-05-06,0.01349205640000237,36461.52085609587
2022-05-09,0.013117175014090739,35448.42507101031
2022-05-10,0.014164386472127645,38278.45492605513
2022-05-11,0.013947803966489486,37693.152929660435
2022-05-12,0.013587784629514012,36720.22099293011
2022-05-13,0.013878338473064866,37505.42635468997
2022-05-16,0.013514175059968414,36521.295286156856
2022-05-17,0.015987135910065585,46159.88462248006
2022-05-18,0.016319220266983375,47118.716503718046
2022-05-19,0.01845571654048258,53287.4525447365
2022-05-20,0.017947158260012367,51819.08499708014
2022-05-23,0.017441469089412978,50359.00147111168
2022-05-24,0.017775153508360036,51322.45323417688
2022-05-25,0.01729805583807017,49944.922353215974
2022-05-26,0.01681425934748781,48548.04987326277
2022-05-27,0.01680843861396595,48531.24358667718
2022-05-31,0.017718601550004594,51159.16996145391
2022-06-01,0.017420589041398597,50298.714211862905
2022-06-02,0.016955503880305586,48955.867219352855
2022-06-03,0.01805704535822121,52136.36357676781
2022-06-06,0.018854650238816544,50860.74806066065
2022-06-07,0.018327698606784657,49439.286837171516
2022-06-08,0.01804540331525569,48677.790361802974
2022-06-09,0.01792798081526509,48361.04111888253
2022-06-10,0.01895116058153858,51121.08639440115
2022-06-13,0.018761822034772613,50610.34236026309
2022-06-14,0.01969382276629873,53124.430598342035
2022-06-15,0.01930530214830579,52076.38945104832
2022-06-16,0.018849425166948482,50846.65333811135
2022-06-17,0.018401539346085842,49638.47352006626
2022-06-21,0.01797642357090648,48491.71629762271
2022-06-22,0.017593551958884325,47458.91344251867
2022-06-23,0.017152146206964064,46268.21372353242
2022-06-24,0.016706280985216697,45065.48450686323
2022-06-27,0.016561684221805248,44675.43221413407
2022-06-28,0.016100305451910834,43430.85493060393
2022-06-29,0.015828193330446876,42696.82773419708
2022-06-30,0.015745053651191988,42472.556998497
2022-07-01,0.016157052854832935,43583.93204031217
2022-07-05,0.015709797932535578,42377.45408215705
2022-07-06,0.01584448419029139,42740.772612927176
2022-07-07,0.015560128821556704,41973.71904334483
2022-07-08,0.01570915851952922,42375.7292544137
2022-07-11,0.015269074964823952,41188.59618548919
2022-07-12,0.015700414883883036,42352.14314466878
2022-07-13,0.015735136600673633,42445.80558165658
2022-07-14,0.015379872472469818,41487.47439594381
2022-07-15,0.015327585973951261,41237.493195909185
2022-07-18,0.015215912132621641,40937.04475739985
2022-07-19,0.014854624068843697,39965.03167607538
2022-07-20,0.016678222213188355,44871.25867080804
2022-07-21,0.016225500278576378,43653.250973449314
2022-07-22,0.016240951963343676,43694.82234330101
2022-07-25,0.016463561405001607,44293.733049221366
2022-07-26,0.015995499270521105,43034.45392211649
2022-07-27,0.01608362567716848,43271.550102863876
2022-07-28,0.018284967050856173,49194.06132371714
2022-07-29,0.018833548827117894,50669.97131400773
2022-08-01,0.019324764780009832,51991.54370965624
2022-08-02,0.018806084062024355,50596.07983066542
2022-08-03,0.018410117981060393,49530.768659205525
2022-08-04,0.01906190383826861,51284.33995852767
2022-08-05,0.018633470070607186,48717.743954183126
2022-08-08,0.01813169659272096,47405.84275027255
2022-08-09,0.0176139487775959,46052.17618175248
2022-08-10,0.01713748930179674,44806.459165084554
2022-08-11,0.01869782636648187,48886.0053425548
2022-08-12,0.019247130819943815,50322.17765051717
2022-08-15,0.019649178527624257,51373.34295713597
2022-08-16,0.01920214710049708,50204.5664209497
2022-08-17,0.018652395020415782,48767.22378030394
2022-08-18,0.018368419812481215,48024.76242355884
2022-08-19,0.01784354625540722,46652.465397564316
2022-08-22,0.017974961413446042,46996.05411167789
2022-08-23,0.018294983366466334,47832.76072122956
2022-08-24,0.017772592865107475,46466.95571588903
2022-08-25,0.017319593659208442,45282.57625029236
2022-08-26,0.017010011439828082,44473.164624900535
2022-08-29,0.018854505944111186,49295.64860904627
2022-08-30,0.01832114711780882,45778.21148463719
2022-08-31,0.018160533112753226,45376.89262378472
2022-09-01,0.017825276749565962,44539.202898525175
2022-09-02,0.017316788680986114,43268.66704227215
2022-09-06,0.01686672291735787,42144.10832458458
2022-09-07,0.016386629514441656,40944.520919398885
2022-09-08,0.016136910968676456,40320.56062225333
2022-09-09,0.015679823319377822,39178.4566403324
2022-09-12,0.015673215925533675,39161.94704784812
2022-09-13,0.01563792912619406,39073.777537915266
2022-09-14,0.017193869243887386,42961.53387255874
2022-09-15,0.016772334250070842,41908.26368314188
2022-09-16,0.01682325032071624,42035.485337713166
2022-09-19,0.016346219968288733,40843.55143654436
2022-09-20,0.015929450165577837,39802.18781197282
2022-09-21,0.01551529753025745,38767.36358373508
2022-09-22,0.015163188098373177,37887.5638673262
2022-09-23,0.01474350332269058,36838.916733249906
2022-09-26,0.01960573508120016,52470.390856905986
2022-09-27,0.019231379693346918,51468.511894515876
2022-09-28,0.018692316288538416,50025.828545495264
2022-09-29,0.018678813581183472,49989.69155141644
2022-09-30,0.018590581214104392,49753.55723828331
2022-10-03,0.01819948972239309,48706.88781497872
2022-10-04,0.019018475576947202,50898.72136351715
2022-10-05,0.02070431260177016,55410.489335855236
2022-10-06,0.020122384434099205,53853.087979472686
2022-10-07,0.019701185327188772,52725.84221813614
2022-10-10,0.02115003728767079,56603.372356405875
2022-10-11,0.021196173630503787,56726.84602016445
2022-10-12,0.020615319409702505,55172.31884380002
2022-10-13,0.020037084567847363,53624.80185279908
2022-10-14,0.019899308927388334,53256.07598378651
2022-10-17,0.020663619679837892,55301.583777861495
2022-10-18,0.020871659203478537,55858.35530792141
2022-10-19,0.020526981742882602,54935.90271932265
2022-10-20,0.020191923618527886,54039.194145435424
2022-10-21,0.019772406243262385,52916.44916493472
2022-10-24,0.020932582428234432,56021.402773469905
2022-10-25,0.020663021382735448,55299.98256869061
2022-10-26,0.020419642298103367,54648.6325609428
2022-10-27,0.019991584740885634,53503.03168224869
2022-10-28,0.019613713388936735,52491.743023686824
2022-10-31,0.02013385149241252,53883.777011492486
2022-11-01,0.019907257656237666,53277.34898925214
2022-11-02,0.01938872054416438,51889.59969897503
2022-11-03,0.0217451016659174,58195.92985972342
2022-11-04,0.021694760358528825,58061.2025432527
2022-11-07,0.0273497894479586,73195.63057671512
2022-11-08,0.026725235963291568,71524.15203659421
2022-11-09,0.02651155301556191,70952.27713670423
2022-11-10,0.026484170905551864,70878.99500732914
2022-11-11,0.030388903767455764,81329.14434410988
2022-11-14,0.02988976922986474,79993.32173051681
2022-11-15,0.029060558977186846,77774.12485366606
2022-11-16,0.02838043258823699,75953.91779116655
2022-11-17,0.028039846997435256,75042.41618229632
2022-11-18,0.027281693391089143,73013.38662080343
2022-11-21,0.026509790240067842,70947.55946002525
2022-11-22,0.025916403285915646,69359.4912093423
2022-11-23,0.025433451778288662,68066.97887735537
2022-11-25,0.024912193633891824,66671.9473490515
2022-11-28,0.02422033262328148,64820.33518072282
2022-11-29,0.02474762149692061,66231.50661498711
2022-11-30,0.024052239547113764,64370.47143573541
2022-12-01,0.027221496945478613,72852.28421804734
2022-12-02,0.026496882044500864,70913.01354456472
2022-12-05,0.025767164172265135,68960.08590309141
2022-12-06,0.02720406006980637,70123.3946275561
2022-12-07,0.027277388834289876,70312.41280632182
2022-12-08,0.026507706236545157,68328.41643221001
2022-12-09,0.026019173563110943,67069.13493673556
2022-12-12,0.025325543506101268,65281.17776826834
2022-12-13,0.025037093151691527,64537.644708099026
2022-12-14,0.024883612676458017,64142.02097014201
2022-12-15,0.02438143103348366,62847.556782272855
2022-12-16,0.027662820883541116,71305.93375953242
2022-12-19,0.027079030639669918,69801.1086141074
2022-12-20,0.026677438563265054,68765.93226246077
2022-12-21,0.026282857624896523,67748.82838962974
2022-12-22,0.025704246650451252,66257.353749714
2022-12-23,0.025694323375326133,66231.77470982764
2022-12-27,0.025075252128741378,64636.00638644352
2022-12-28,0.024397298462531424,62888.45795606772
2022-12-29,0.02398507075624226,61825.86634105321
2022-12-30,0.023754656796294706,61231.93260470504
2023-01-03,0.02309258872374541,59525.33217070556
2023-01-04,0.022446425758026366,57859.730031813095
2023-01-05,0.021864477200855173,56359.65216759953
2023-01-06,0.02185212172509721,56327.80368982954
2023-01-09,0.022358239899207447,57632.41500006191
2023-01-10,0.02174204053732959,56044.04947993988
2023-01-11,0.021404361294056783,55173.62003768779
2023-01-12,0.021083821583679767,54347.37084742382
2023-01-13,0.02056775160773339,53017.10696453794
2023-01-17,0.020504545619270356,52854.18207536902
2023-01-18,0.019998064032340362,51548.63400273769
2023-01-19,0.021186564175663895,54612.20849681415
2023-01-20,0.020597984687695046,53095.03820684213
2023-01-23,0.021125907781701255,54455.85564949606
2023-01-24,0.0212576690993397,54795.49432290358
2023-01-25,0.02066678361429193,53272.3799075782
2023-01-26,0.02011351559952273,51846.231338764905
2023-01-27,0.019793918868140293,51022.41284774188
2023-01-30,0.01925825660777729,49641.646301346336
2023-01-31,0.01968999485163795,50754.52986256339
2023-02-01,0.020338135155148283,52425.22894793718
2023-02-02,0.020496356868501802,52833.07408633442
2023-02-03,0.02027276839219899,52256.734270964065
2023-02-06,0.021072615226679813,54318.48443149073
2023-02-07,0.020485589815263213,52805.320055454904
2023-02-08,0.020142725880289716,51921.52613079775
2023-02-09,0.019745753585686344,50898.25810392058
2023-02-10,0.019450594600248113,50137.43233156735
2023-02-13,0.018960796508076912,48874.88898998482
2023-02-14,0.01845794583526546,47578.70025647198
2023-02-15,0.017943111796572344,46251.622225827385
2023-02-16,0.017484556755992683,45069.61351144759
2023-02-17,0.017115478421611475,44316.793225199544
2023-02-21,0.01666269056701421,41652.64778092044
2023-02-22,0.01641683700504094,40897.95691677513
2023-02-23,0.016096779906992324,40100.62419044782
2023-02-24,0.01565897912924121,39009.966024011876
2023-02-27,0.015437449319475565,38458.08647420611
2023-02-28,0.01501156291616497,37397.10963873599
2023-03-01,0.014601448667576527,36375.424714619636
2023-03-02,0.01422972165774645,35449.37085734105
2023-03-03,0.013944523751772832,34738.88005648324
2023-03-06,0.013751536761521896,34258.10695686866
2023-03-07,0.013409756484016098,33406.65700581272
2023-03-08,0.014110622815954899,35152.669409983486
2023-03-09,0.013738982486752607,34226.8314932408
